140284	走り続けると明かりが見えてきた。	1019442	Cahaya itu akan terlihat jika aku terus berlari.
140726	祖父は３年前に亡くなりました。	779583	Kakek saya meninggal 3 tahun yang lalu.
141459	先日私達のところに、奥さんに赤ん坊が生まれかけている男の人から電話がかかってきました。	1324887	Beberapa hari lalu kami menerima telepon dari pria yang istrinya akan melahirkan.
142479	税金を払うのは私達の義務だと考える。	929101	Bayar pajak? Nggak salah tuh?
143801	水なしでは、生きていけない。	1324876	Kita tidak bisa hidup tanpa air.
144894	神を敬い父や母を敬う事はいつの時代でも大切な事だ。	774979	Adalah penting, di usia berapapun, untuk takut akan Tuhan dan menghormati orang tua.
145693	信濃川は日本の他のどの川よりも長い。	1019427	Sungai Shinano paling panjang dibandingkan sungai lainnya di Jepang.
146363	笑いは百薬の長。	331473	Tertawa adalah obat paling mujarab.
146364	笑いは人間だけの特質なのか。	331474	Apakah tertawa hanya ada pada manusia?
146366	笑いすぎて、顎がはずれそうになった。	331475	Tertawa terbahak-bahak membuat gerahamku serasa mau lepas.
147012	小さな子どもは恐竜や他の怪物の本が好きなものである。	778149	Anak-anak kecil suka dengan buku tentang dinosaurus dan monster.
149344	実際、睡眠は人間にはどうしても欠かせない。	929120	Faktanya, manusia tak bisa hidup tanpa tidur.
150582	時間はどのくらいかかりますか。	3369267	Butuh waktu berapa lama?
151126	静子は試験でカンニングして、応分な罰を受けました。	1372404	Shizuko berbuat curang di ujian dan mendapatkan hukuman yang setimpal.
151440	私達は川で泳いで楽しんだ。	1505006	Kami suka berenang di sungai.
151633	私達は会議をもう十分延長した。	812002	Kami memperpanjang rapat sampai 10 menit.
151861	私達はあなたにパーティーに来てもらいたいのですが。	638759	Kami ingin Anda datang ke pesta kami.
151969	私達の言うことを聞きなさい。	1019425	Tolong dengar apa yang kami katakan.
152139	私を見なさい。	1212250	Lihat saya.
153090	私は病気だったので、仕事に行けなかった。	1019563	Karena saya sakit, saya tidak bisa pergi bekerja.
153240	私は彼女の病気のことがとても気になる。	1019423	Saya sangat khawatir dengan penyakit yang dideritanya.
154786	私は突然の雷にびっくりした。	1750201	Aku terkejut karena halilintar yang tiba-tiba.
155091	昼はホットドッグを食べたんだ。	3369239	Saya makan Hotdog siang ini.
155337	私は造花が好きではない。	782088	Saya tidak suka bunga buatan.
155565	正午に東京に着いた。	928903	Saya tiba di Tokyo tengah hari.
155820	私は笑わないわけにはいかなかった。	1750195	Aku tak bisa menahan diri untuk tidak tertawa.
156286	私は自分のためにこの本を買ったのであって、妻のために買ったのではない。	781606	Saya beli buku ini untuk saya, bukan untuk istri.
156791	私は昨日バスでたまたま旧友に会った。	1019430	Saya kemarin di bus tidak sengaja bertemu dengan kawan lama.
156946	私は今日はもう用がない。	806371	Saat ini tidak ada lagi yang perlu saya kerjakan.
157136	私は紅茶が好きではないので、朝食には普通コーヒーを飲む。	1505014	Saya tidak suka minum teh hitam, jadi waktu sarapan saya biasanya minum kopi.
159252	私はどのようにして切符を買うのか知りません。	928926	Saya tidak tahu cara membeli tiket.
159417	私はデパートで迷子になった少年を助けた。	3369234	Saya membantu anak kecil yang tersesat di mal.
159890	私はその部屋を掃除すべきだ。	331357	Saya seharusnya membersihkan ruangan itu.
159897	私はその病気にかかった人に同情する。	331358	Saya simpati terhadap orang yang terkena penyakit itu.
159921	私はその動物の名前を知っている。	1019559	Saya mengetahui nama binatang itu.
160383	私はそのことを知らなかった。	878872	Saya tidak tahu hal itu.
160406	私はそのグループとは関係なかった。	928625	Saya tidak memiliki kaitan dengan regu itu.
160514	私はステーキディナーに満足した。	1325005	Saya puas dengan makan malam stik.
161000	私はこのチームのリーダーである。	928624	Saya pemimpin regu.
1904295	お金が無くなってしまった。	2860095	Uang saya habis.
161484	私はアリスが好きではない。	929163	Aku tidak menyukai Alice.
162078	私は１９７７年に大阪で生まれた。	929099	Saya lahir di Osaka pada tahun 1977.
162249	私は、自分の行動に責任がある。	1019440	Saya bertanggung jawab atas perbuatan saya sendiri.
162611	私の妹はよく泣く。	806361	Adik perempuan saya sering menangis.
162633	私の本に汚れた手で触れてはいけない。	1324929	Bukuku tidak boleh dipegang tangan yang kotor.
162656	母は毎日とても忙しいんです。	1019405	Ibuku setiap hari sibuk sekali.
162853	私の父は英語の先生です。	3369268	Ayah saya seorang guru bahasa Inggris.
163375	私の趣味は魚つりです。	331523	Hobiku memancing ikan.
163376	私の趣味は外国切手を収集することです。	331524	Hobiku mengoleksi perangko luar negeri.
163378	私の趣味は音楽だ。	331525	Hobiku musik.
163380	私の趣味はゴルフだ。	331527	Hobiku golf.
163381	私の趣味はピアノを弾くことです。	331528	Hobiku bermain piano.
163382	私の趣味はコインを集める事です。	331529	Hobiku mengoleksi koin.
163384	私の趣味はきれいな蝶を集めることです。	331530	Hobiku mengumpulkan kupu-kupu cantik.
163385	私の趣味はギターを弾くことです。	331531	Hobiku bermain gitar.
163386	私の趣味はお話を書く事だ。	331532	Hobiku menulis cerita.
163387	私の趣味の一つはクラッシック音楽です。	331533	Salah satu hobiku musik klasik.
163388	私の趣味のひとつは造花をつくることです。	331534	Salah satu hobiku membuat bunga palsu.
163389	私の趣味の１つは古い切手を集めることです。	331535	Salah satu hobiku mengumpulkan perangko lama.
163669	私の後に付いてきて下さい。	785886	Silahkan ikuti saya.
163706	私の言う事を注意して聞きなさい。	924016	Dengarkan baik-baik maksud perkataan saya.
163803	私の兄は技師です。	1541684	Kakakku adalah insinyur.
163926	私の家族は大家族である。	788237	Keluargaku adalah keluarga besar.
163948	私の家は彼の家と比べると小さく見える。	331362	Dibandingkan rumahnya, rumahku terlihat lebih kecil.
164302	私の家は南向きです。	331363	Rumahku menghadap selatan.
163950	私の家は東京タワーの近くにあります。	331364	Rumahku dekat dengan Menara Tokyo.
163951	私の家は庭がせまい。	331365	Halaman rumahku sempit.
163952	私の家は通りの向こう側にあります。	331366	Rumahku berada di seberang jalan.
163953	私の家は地震に堪えるように設計されている。	331367	Rumahku dirancang agar tahan gempa.
163954	私の家は大都会の便利な設備の近くにある。	331368	Rumahku dekat dengan fasilitas yang nyaman di kota besar.
163955	私の家は大家族だ。	331369	Keluargaku keluarga besar.
163956	私の家は大きいです。	331370	Rumahku besar.
163957	私の家は市の北部にある。	331371	Rumahku di sebelah utara kota.
163958	私の家は高い木のそばにあります。	331372	Rumahku di samping pohon tinggi.
163959	私の家は郊外にある。	331373	Rumahku di pinggiran kota.
163960	私の家は公園のすぐ近くにある。	331374	Rumahku dekat sekali dengan taman.
163961	私の家は古くて不格好だ。	331375	Rumahku lama dan jelek.
163962	私の家は旧家です。	331376	Keluargaku keluarga lama.
163963	私の家は丘の上に建っています。	331377	Rumahku berada di atas bukit.
163964	私の家は丘の上にあるので、見晴らしがよい。	331378	Karena rumahku di atas bukit, pemandangannya indah.
163965	私の家は海に面している。	331379	Rumahku menghadap laut.
163966	私の家は炎に包まれました。	331380	Rumahku kebakaran.
163967	私の家は駅の近くです。	331381	Rumahku dekat stasiun.
163968	私の家は駅のすぐ近くにある。	331382	Rumahku dekat sekali dengan stasiun.
163969	私の家は駅に近くて便利です。	331383	Rumahku dekat stasiun dan nyaman.
163970	私の家は駅から歩いてわずか５分の所です。	331384	Rumahku hanya 5 menit berjalan kaki dari stasiun.
163971	私の家は駅から徒歩１０分のところです。	331385	Rumahku 10 menit berjalan kaki dari stasiun.
163972	私の家は駅から少し離れたところにあります。	331386	Rumahku agak jauh dari stasiun.
163974	私の家は駅からすぐ近くにあります。	331382	Rumahku dekat sekali dengan stasiun.
163976	私の家はバス停の近くです。	331389	Rumahku dekat dengan pemberhentian bis.
163977	私の家はにぎやかな通りに面しています。	331390	Rumahku menghadap jalan ramai.
163978	私の家はトラックが通過する時いつも揺れる。	331391	Rumahku selalu bergetar saat truk lewat.
163979	私の家はテムズ川の南岸にある。	331392	Rumahku berada di daratan selatan sungai Thames.
163980	私の家はちょうど通りのむこうにある。	331393	Rumahku tepat di seberang jalan.
163981	私の家はその通りから少し入ったところだ。	331394	Rumahku sedikit masuk dari jalan itu.
163982	私の家はその町の郊外にあります。	331395	Rumahku di pinggiran kota itu.
163983	私の家はここから遠い。	331396	Rumahku jauh dari sini.
163985	私の家はここから５ブロックの所にあります。	331397	Rumahku 5 blok dari sini.
163986	私の家はいなかにあります。	331398	Rumahku di kampung.
163988	私の家はあの橋の向こうにある。	331399	Rumahku di seberang jembatan itu.
163989	私の家は８階にあります。	331400	Rumahku di lantai 8.
163990	私の家は2階建てです。	331401	Rumahku berlantai 2.
163991	私の家は、君の家と似ている。	331402	Rumahku mirip dengan rumahmu.
163992	私の家の隣に高いビルを立てられた。	331403	Di sebelah rumahku didirikan bangunan tinggi.
163993	私の家の裏に小さな池がある。	331404	Di belakang rumahku ada kolam kecil.
163994	私の家の目の前に、湖がある。	331405	Di depan rumahku ada danau.
163996	私の家の庭には昔菜園があった。	331406	Di halaman rumahku dulu ada kebun sayur.
163997	私の家の前に郵便局があります。	331407	Di depan rumahku ada kantor pos.
163998	私の家の前に本屋がある。	331408	Di depan rumahku ada toko buku.
163999	私の家の前に店があります。	331409	Di depan rumahku ada toko.
164000	私の家の前に高い木があります。	331410	Di depan rumahku ada pohon besar.
164001	家の前に公園があります。	331411	Di depan rumahku ada taman umum.
164002	私の家の前に湖がある。	331405	Di depan rumahku ada danau.
164003	私の家の前にビルが新築中です。	331413	Di depan rumahku sedang dibangun sebuah gedung.
164004	私の家の前にサクラの木がある。	331414	Di depan rumahku ada pohon sakura.
164005	私の家の上で静かになった。	331415	Di atas rumahku jadi tenang.
164006	私の家の後ろは森です。	331416	Di belakang rumahku hutan.
164007	私の家の後ろには教会がある。	331417	Di belakang rumahku gereja.
164008	私の家の近くを小川が流れている。	331418	Di dekat rumahku mengalir sungai kecil.
164009	私の家の近くに美しい公園がある。	331419	Di dekat rumahku ada taman indah.
164010	私の家の近くを広い道路が走っている。	331420	Di dekat rumahku ada jalan besar.
164011	私の家の近くに公園がある。	331421	Di dekat rumahku ada taman.
164012	私の家の近くに学校があります。	331422	Di dekat rumahku ada sekolah.
164013	私の家の近くに何軒かお店がありますよ。	331423	Di dekat rumahku ada beberapa toko.
164014	私の家の近くには店がありません。	331424	Di dekat rumahku tidak ada toko.
164015	私の家の近くにりっぱな公園がある。	331425	Di dekat rumahku ada taman bagus.
164016	私の家の近くにアパートがあります。	331426	Di dekat rumahku ada apartemen.
164017	私の家の屋根は赤い。	331427	Atap rumahku merah.
164018	私の家に来れる時は、まず電話をして下さい。	331428	Kalau mau datang ke rumahku tolong telepon dulu.
164019	私の家に来て下さい。	331429	Tolong datang ke rumahku.
164020	私の家に来てピアノを弾かないか。	331430	Bisa datang ke rumah dan main piano?
164021	私の家には十分保険がかけてある。	331431	Rumahku sudah diasuransikan penuh.
163005	私の家には狭い庭しかない。	331432	Di rumahku cuma ada halaman kecil.
164023	私の家には火災保険がかけてある。	331433	Rumahku sudah punya asuransi kebakaran.
164024	私の家には家具がほとんどない。	331434	Di rumahku perabotannya sedikit.
164025	私の家におばけが出たのは本当だ。	331435	Di rumahku memang ada hantunya.
164175	私のシャツはまだ乾いていないの。	3369258	Kaus saya belum kering.
165378	私たちは内臓器官を調べるためにカエルを解剖した。	1324878	Untuk mempelajari organ dalamnya, kami membedah katak.
167038	私たちの学校の記事が新聞に出た。	1324883	Sebuah artikel tentang sekolah kita muncul di koran.
167468	私が彼女に会ったのは昨日のことでした。	940023	Saya bertemu dengannya kemarin.
168293	志願者は女性に限ると規定されている。	928974	Hanya wanita yang diperbolehkan sebagai pelamar.
168371	市はバス路線を１０Ｋｍ延長した。	812003	Rute bis untuk kota itu diperpanjang hingga 10 Km.
168530	子供は親の癖をまねる。	3369247	Anak-anak meniru kebiasaan orang tuanya.
169734	昨晩は零度以下に下がった。	774783	Semalam suhu di bawah 0 derajat.
173631	広いな！	1019403	Luas ya!
173671	幸運にも彼は借金がなかった。	3369217	Untungnya, dia telah terbebas dari hutang.
173798	好きなドレスをどれでも選びなさい。	1503758	Silakan pilih baju yang kamu inginkan!
173931	口に物を入れて話すな。	3369232	Jangan bicara saat mulut penuh.
174201	乞食は三日もやれば止められない。	928912	Mengemis, meski hanya tiga hari, akan menjadi kebiasaan.
175171	見て、本が燃えている。	776019	Lihat! Buku itu terbakar.
176178	警察は私が車を移動するように求めた。	3369250	Polisi meminta saya untuk memindahkan mobil.
176732	君達はどうやってお互いを知り合ったのですか。	929113	Bagaimana Anda bisa saling kenal?
176766	君を助けるために私は最善を尽くした。あとは君次第だ。	3374952	Saya sudah melakukan yang saya mampu untuk membantu kamu. Selebihnya adalah kamu sendiri.
179483	空が青く見える理由を知っているか。	376035	Tahukah kenapa langit terlihat berwarna biru?
